survey_cre,survey_upd,latitude,longitude,simp_plot,date,observer,species,distance,common_nam,species_4_,xcoord,ycoord,vibi_fq_nt,carex,dicot,shade,svp,fqai,hydro,sens,tol,sub_iv,can_iv,shrub,monocots,percent_op,dev,dev_edge,ldi_3k,sub_dens,can_dens,sub_dom,can_dom,small_tree,twi,reservatio,site_all,community,slope,aspect,Plot ID,time_start
6/2/2017 10:35,6/2/2017 10:44,,,1114,6/2/2017,Tim krynak,Contopus virens,>50m,Eastern Wood-Pewee,EAWP,,,14.69861974,2,16,14,1,15.49317468,0,0,0.469809069,0,0.151590449,0.018785684,4,2.99,28,20787,2.147704129,0,950,0,38592.26468,0.203883495,13.51906,BW,BW1114,BeechMixedHardwoodHemlockForest,0.7,261.3,1114,6:36
6/2/2017 10:35,6/2/2017 10:44,,,1114,6/2/2017,Tim krynak,Picoides pubescens,>50m,Downy Woodpecker,DOWO,,,14.69861974,2,16,14,1,15.49317468,0,0,0.469809069,0,0.151590449,0.018785684,4,2.99,28,20787,2.147704129,0,950,0,38592.26468,0.203883495,13.51906,BW,BW1114,BeechMixedHardwoodHemlockForest,0.7,261.3,1114,6:36
6/2/2017 10:35,6/2/2017 10:44,,,1114,6/2/2017,Tim krynak,Hylocichla mustelina,>50m,Wood Thrush,WOTH,,,14.69861974,2,16,14,1,15.49317468,0,0,0.469809069,0,0.151590449,0.018785684,4,2.99,28,20787,2.147704129,0,950,0,38592.26468,0.203883495,13.51906,BW,BW1114,BeechMixedHardwoodHemlockForest,0.7,261.3,1114,6:36
6/2/2017 10:35,6/2/2017 10:44,,,1114,6/2/2017,Tim krynak,Baeolophus bicolor,>50m,Tufted Titmouse,TUTI,,,14.69861974,2,16,14,1,15.49317468,0,0,0.469809069,0,0.151590449,0.018785684,4,2.99,28,20787,2.147704129,0,950,0,38592.26468,0.203883495,13.51906,BW,BW1114,BeechMixedHardwoodHemlockForest,0.7,261.3,1114,6:36
6/2/2017 10:35,6/2/2017 10:44,,,1114,6/2/2017,Tim krynak,Empidonax virescens,<=50m,Acadian Flycatcher,ACFL,,,14.69861974,2,16,14,1,15.49317468,0,0,0.469809069,0,0.151590449,0.018785684,4,2.99,28,20787,2.147704129,0,950,0,38592.26468,0.203883495,13.51906,BW,BW1114,BeechMixedHardwoodHemlockForest,0.7,261.3,1114,6:36
6/2/2017 10:35,6/2/2017 10:44,,,1114,6/2/2017,Tim krynak,Piranga olivacea,>50m,Scarlet Tanager,SCTA,,,14.69861974,2,16,14,1,15.49317468,0,0,0.469809069,0,0.151590449,0.018785684,4,2.99,28,20787,2.147704129,0,950,0,38592.26468,0.203883495,13.51906,BW,BW1114,BeechMixedHardwoodHemlockForest,0.7,261.3,1114,6:36
6/2/2017 10:35,6/2/2017 10:44,,,1114,6/2/2017,Tim krynak,Vireo olivaceus,>50m,Red-eyed Vireo,REVI,,,14.69861974,2,16,14,1,15.49317468,0,0,0.469809069,0,0.151590449,0.018785684,4,2.99,28,20787,2.147704129,0,950,0,38592.26468,0.203883495,13.51906,BW,BW1114,BeechMixedHardwoodHemlockForest,0.7,261.3,1114,6:36
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Baeolophus bicolor,>50m,Tufted Titmouse,TUTI,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Sitta carolinensis,<=50m,White-breasted Nuthatch,WBNU,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Vireo olivaceus,>50m,Red-eyed Vireo,REVI,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Picoides pubescens,>50m,Downy Woodpecker,DOWO,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Piranga olivacea,,Scarlet Tanager,SCTA,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Myiarchus crinitus,<=50m,Great Crested Flycatcher,GCFL,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Melanerpes carolinus,<=50m,Red-bellied Woodpecker,RBWO,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Contopus virens,>50m,Eastern Wood-Pewee,EAWP,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Cardinalis cardinalis,<=50m,Northern Cardinal,NOCA,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Cyanocitta cristata,<=50m,Blue Jay,BLJA,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:09,9/20/2019 18:26,,,1006,6/2/2017,Tim krynak,Empidonax virescens,>50m,Acadian Flycatcher,ACFL,,,64.74054931,3,21,23,2,26.5822807,0.254709325,0.046004015,0.068771091,0.106442486,0.135595968,0.112678136,6,4.225,300,20787,0.372307001,640,580,282.7345,44187.92985,0.132352941,14.27437,BW,BW1006,WetMesicRedMapleForest,0.26,320.27,1006,7:10
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Contopus virens,<=50m,Eastern Wood-Pewee,EAWP,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Melanerpes carolinus,>50m,Red-bellied Woodpecker,RBWO,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Hylocichla mustelina,>50m,Wood Thrush,WOTH,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Turdus migratorius,<=50m,American Robin,AMRO,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Vireo olivaceus,>50m,Red-eyed Vireo,REVI,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Sitta carolinensis,<=50m,White-breasted Nuthatch,WBNU,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Cardinalis cardinalis,>50m,Northern Cardinal,NOCA,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Cyanocitta cristata,>50m,Blue Jay,BLJA,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Chaetura pelagica,>50m,Chimney Swift,CHSW,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 11:38,6/2/2017 11:48,,,1178,6/2/2017,Tim krynak,Pheucticus ludovicianus,>50m,Rose-breasted Grosbeak,RBGR,,,48.01750703,5,15,20,3,23.1869216,0,0.100446429,0.067633929,0.049984018,0.149777107,0.043962485,5,3.575,26,9409,0.623462079,210,1050,74.83,39423.30511,0.094936709,13.67583,BW,BW1178,WetMesicRedMapleForest,0.77,154.96,1178,7:38
6/2/2017 12:09,6/2/2017 12:34,,,1134,6/2/2017,Tim krynak,Turdus migratorius,<=50m,American Robin,AMRO,,,4.114673452,3,17,12,0,9.328719097,0,0,0.867277354,0,0.194116579,0.021069265,3,3.315,6,20787,2.106695096,0,350,0,58108.1584,0.224719101,13.18714,BW,BW1134,WetMesicRedMapleForest,1.32,321.36,1134,8:10
6/2/2017 12:09,6/2/2017 12:34,,,1134,6/2/2017,Tim krynak,Contopus virens,<=50m,Eastern Wood-Pewee,EAWP,,,4.114673452,3,17,12,0,9.328719097,0,0,0.867277354,0,0.194116579,0.021069265,3,3.315,6,20787,2.106695096,0,350,0,58108.1584,0.224719101,13.18714,BW,BW1134,WetMesicRedMapleForest,1.32,321.36,1134,8:10
6/2/2017 12:09,6/2/2017 12:34,,,1134,6/2/2017,Tim krynak,Piranga olivacea,>50m,Scarlet Tanager,SCTA,,,4.114673452,3,17,12,0,9.328719097,0,0,0.867277354,0,0.194116579,0.021069265,3,3.315,6,20787,2.106695096,0,350,0,58108.1584,0.224719101,13.18714,BW,BW1134,WetMesicRedMapleForest,1.32,321.36,1134,8:10
6/2/2017 12:09,6/2/2017 12:34,,,1134,6/2/2017,Tim krynak,Icterus galbula,>50m,Baltimore Oriole,BAOR,,,4.114673452,3,17,12,0,9.328719097,0,0,0.867277354,0,0.194116579,0.021069265,3,3.315,6,20787,2.106695096,0,350,0,58108.1584,0.224719101,13.18714,BW,BW1134,WetMesicRedMapleForest,1.32,321.36,1134,8:10
6/2/2017 12:09,6/2/2017 12:34,,,1134,6/2/2017,Tim krynak,Cardinalis cardinalis,>50m,Northern Cardinal,NOCA,,,4.114673452,3,17,12,0,9.328719097,0,0,0.867277354,0,0.194116579,0.021069265,3,3.315,6,20787,2.106695096,0,350,0,58108.1584,0.224719101,13.18714,BW,BW1134,WetMesicRedMapleForest,1.32,321.36,1134,8:10
6/2/2017 12:09,6/2/2017 12:34,,,1134,6/2/2017,Tim krynak,Picoides pubescens,>50m,Downy Woodpecker,DOWO,,,4.114673452,3,17,12,0,9.328719097,0,0,0.867277354,0,0.194116579,0.021069265,3,3.315,6,20787,2.106695096,0,350,0,58108.1584,0.224719101,13.18714,BW,BW1134,WetMesicRedMapleForest,1.32,321.36,1134,8:10
6/2/2017 12:09,6/2/2017 12:34,,,1134,6/2/2017,Tim krynak,Vireo olivaceus,<=50m,Red-eyed Vireo,REVI,,,4.114673452,3,17,12,0,9.328719097,0,0,0.867277354,0,0.194116579,0.021069265,3,3.315,6,20787,2.106695096,0,350,0,58108.1584,0.224719101,13.18714,BW,BW1134,WetMesicRedMapleForest,1.32,321.36,1134,8:10
6/2/2017 12:44,6/3/2017 19:17,,,1064,6/2/2017,Rem Moll,Dryocopus pileatus,<=50m,Pileated Woodpecker,PIWO,,,48.76148811,3,14,15,2,20.19996192,0.12973534,0.233523612,0.00778412,0.031315935,0.162200143,0.022886024,5,2.275,89,12255,0.378132119,40,1460,112.363,54092.39087,0.082901554,9.41768,SC,SC1064,OakMixedHardwoodForest,6.82,355.35,1064,8:41
6/2/2017 12:44,6/3/2017 19:17,,,1064,6/2/2017,Rem Moll,Melanerpes carolinus,<=50m,Red-bellied Woodpecker,RBWO,,,48.76148811,3,14,15,2,20.19996192,0.12973534,0.233523612,0.00778412,0.031315935,0.162200143,0.022886024,5,2.275,89,12255,0.378132119,40,1460,112.363,54092.39087,0.082901554,9.41768,SC,SC1064,OakMixedHardwoodForest,6.82,355.35,1064,8:41
6/2/2017 12:44,6/3/2017 19:17,,,1064,6/2/2017,Rem Moll,Cyanocitta cristata,>50m,Blue Jay,BLJA,,,48.76148811,3,14,15,2,20.19996192,0.12973534,0.233523612,0.00778412,0.031315935,0.162200143,0.022886024,5,2.275,89,12255,0.378132119,40,1460,112.363,54092.39087,0.082901554,9.41768,SC,SC1064,OakMixedHardwoodForest,6.82,355.35,1064,8:41
6/2/2017 12:44,6/3/2017 19:17,,,1064,6/2/2017,Rem Moll,Vireo olivaceus,<=50m,Red-eyed Vireo,REVI,,,48.76148811,3,14,15,2,20.19996192,0.12973534,0.233523612,0.00778412,0.031315935,0.162200143,0.022886024,5,2.275,89,12255,0.378132119,40,1460,112.363,54092.39087,0.082901554,9.41768,SC,SC1064,OakMixedHardwoodForest,6.82,355.35,1064,8:41
6/2/2017 12:44,6/3/2017 19:17,,,1064,6/2/2017,Rem Moll,Sitta carolinensis,<=50m,White-breasted Nuthatch,WBNU,,,48.76148811,3,14,15,2,20.19996192,0.12973534,0.233523612,0.00778412,0.031315935,0.162200143,0.022886024,5,2.275,89,12255,0.378132119,40,1460,112.363,54092.39087,0.082901554,9.41768,SC,SC1064,OakMixedHardwoodForest,6.82,355.35,1064,8:41
6/2/2017 12:44,6/3/2017 19:17,,,1064,6/2/2017,Rem Moll,Piranga olivacea,<=50m,Scarlet Tanager,SCTA,,,48.76148811,3,14,15,2,20.19996192,0.12973534,0.233523612,0.00778412,0.031315935,0.162200143,0.022886024,5,2.275,89,12255,0.378132119,40,1460,112.363,54092.39087,0.082901554,9.41768,SC,SC1064,OakMixedHardwoodForest,6.82,355.35,1064,8:41
6/2/2017 12:58,6/2/2017 13:07,,,1195,6/2/2017,Tim krynak,Baeolophus bicolor,>50m,Tufted Titmouse,TUTI,,,6.752597399,3,30,24,0,14.29382499,0,0,0.829813786,0,0.115893195,0.008686462,5,5.395,22,1660,2.685249182,0,4075,0,26441.90347,0.047272727,13.64286,HU,HU1195,WetMesicRedMapleForest,7.15,310.72,1195,8:59
6/2/2017 12:58,6/2/2017 13:07,,,1195,6/2/2017,Tim krynak,Cardinalis cardinalis,>50m,Northern Cardinal,NOCA,,,6.752597399,3,30,24,0,14.29382499,0,0,0.829813786,0,0.115893195,0.008686462,5,5.395,22,1660,2.685249182,0,4075,0,26441.90347,0.047272727,13.64286,HU,HU1195,WetMesicRedMapleForest,7.15,310.72,1195,8:59
6/2/2017 12:58,6/2/2017 13:07,,,1195,6/2/2017,Tim krynak,Anas platyrhynchos,<=50m,Mallard,MALL,,,6.752597399,3,30,24,0,14.29382499,0,0,0.829813786,0,0.115893195,0.008686462,5,5.395,22,1660,2.685249182,0,4075,0,26441.90347,0.047272727,13.64286,HU,HU1195,WetMesicRedMapleForest,7.15,310.72,1195,8:59
6/2/2017 12:58,6/2/2017 13:07,,,1195,6/2/2017,Tim krynak,Corvus brachyrhynchos,>50m,American Crow,AMCR,,,6.752597399,3,30,24,0,14.29382499,0,0,0.829813786,0,0.115893195,0.008686462,5,5.395,22,1660,2.685249182,0,4075,0,26441.90347,0.047272727,13.64286,HU,HU1195,WetMesicRedMapleForest,7.15,310.72,1195,8:59
6/2/2017 12:58,6/2/2017 13:07,,,1195,6/2/2017,Tim krynak,Spinus tristis,>50m,American Goldfinch,AMGO,,,6.752597399,3,30,24,0,14.29382499,0,0,0.829813786,0,0.115893195,0.008686462,5,5.395,22,1660,2.685249182,0,4075,0,26441.90347,0.047272727,13.64286,HU,HU1195,WetMesicRedMapleForest,7.15,310.72,1195,8:59
6/2/2017 12:58,6/2/2017 13:07,,,1195,6/2/2017,Tim krynak,Vireo olivaceus,>50m,Red-eyed Vireo,REVI,,,6.752597399,3,30,24,0,14.29382499,0,0,0.829813786,0,0.115893195,0.008686462,5,5.395,22,1660,2.685249182,0,4075,0,26441.90347,0.047272727,13.64286,HU,HU1195,WetMesicRedMapleForest,7.15,310.72,1195,8:59
6/2/2017 12:58,6/2/2017 13:07,,,1195,6/2/2017,Tim krynak,Contopus virens,>50m,Eastern Wood-Pewee,EAWP,,,6.752597399,3,30,24,0,14.29382499,0,0,0.829813786,0,0.115893195,0.008686462,5,5.395,22,1660,2.685249182,0,4075,0,26441.90347,0.047272727,13.64286,HU,HU1195,WetMesicRedMapleForest,7.15,310.72,1195,8:59
6/3/2017 9:47,6/3/2017 9:55,,,1163,6/3/2017,Rem Moll,Passerina cyanea,>50m,Indigo Bunting,INBU,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.95753,MS,MS1163,0,0.61,287.62,NA,5:46
6/3/2017 9:47,6/3/2017 9:55,,,1163,6/3/2017,Rem Moll,Dumetella carolinensis,<=50m,Gray Catbird,GRCA,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.95753,MS,MS1163,0,0.61,287.62,NA,5:46
6/3/2017 9:47,6/3/2017 9:55,,,1163,6/3/2017,Rem Moll,Troglodytes aedon,<=50m,House Wren,HOWR,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.95753,MS,MS1163,0,0.61,287.62,NA,5:46
6/3/2017 9:47,6/3/2017 9:55,,,1163,6/3/2017,Rem Moll,Cardinalis cardinalis,>50m,Northern Cardinal,NOCA,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.95753,MS,MS1163,0,0.61,287.62,NA,5:46
6/3/2017 9:47,6/3/2017 9:55,,,1163,6/3/2017,Rem Moll,Setophaga citrina,>50m,Hooded Warbler,HOWA,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.95753,MS,MS1163,0,0.61,287.62,NA,5:46
6/3/2017 9:47,6/3/2017 9:55,,,1163,6/3/2017,Rem Moll,Baeolophus bicolor,>50m,Tufted Titmouse,TUTI,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.95753,MS,MS1163,0,0.61,287.62,NA,5:46
6/3/2017 9:47,6/3/2017 9:55,,,1163,6/3/2017,Rem Moll,Catharus fuscescens,>50m,Veery,VEER,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.95753,MS,MS1163,0,0.61,287.62,NA,5:46
6/3/2017 9:47,6/3/2017 9:55,,,1163,6/3/2017,Rem Moll,Geothlypis trichas,>50m,Common Yellowthroat,COYE,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.95753,MS,MS1163,0,0.61,287.62,NA,5:46
